salario,exp,educ,homem
400,40,14,0
500,40,11,0
466.6666666666667,45,12,0
300,45,12,1
800,25,17,1
400,40,9,1
1200,40,8,0
353.3333333333333,40,7,0
466.6666666666667,20,12,1
206.66666666666666,24,12,0
400,40,16,1
400,24,12,0
446.6666666666667,35,10,0
533.3333333333334,40,10,1
650,48,12,1
173.33333333333334,20,12,1
233.33333333333334,4,7,0
533.3333333333334,45,7,0
553.3333333333334,36,16,1
466.6666666666667,35,7,1
466.6666666666667,45,9,0
466.6666666666667,14,12,0
440,12,12,0
266.6666666666667,40,15,0
593.3333333333334,40,8,1
440,27,7,0
66.66666666666667,48,13,1
966.6666666666666,40,15,1
320,46,12,0
1177.7777083333333,45,15,1
400,45,14,0
1133.3333333333333,40,12,0
693.3333333333334,38,15,1
686.6666666666666,20,12,0
800,24,12,1
33.333333333333336,48,12,1
733.3333333333334,27,19,1
800,30,17,1
766.6666666666666,46,9,0
100,15,9,0
620,47,10,0
700,45,12,1
800,28,12,0
988.8889583333333,45,8,0
1133.3333333333333,45,12,1
500,40,7,1
300,24,7,0
340,31,7,1
491.11109375,33,13,1
166.66666666666666,40,3,1
400,32,3,0
766.6666666666666,24,11,1
666.6666666666666,36,14,0
288.8888802083333,50,12,0
100,45,7,0
1200,40,12,0
1000,40,12,0
133.33333333333334,27,12,0
200,36,12,1
333.3333333333333,40,10,1
216.66666666666666,12,15,0
533.3333333333334,35,8,1
66.66666666666667,3,8,1
126.66666666666667,18,12,0
580,50,13,1
600,50,13,1
581.6666666666666,40,7,1
380,48,10,0
400,32,8,1
333.3333333333333,42,8,1
433.3333333333333,48,12,1
386.6666666666667,50,12,1
213.33333333333334,30,12,1
533.3333333333334,36,7,0
400,48,10,0
333.3333333333333,25,12,0
366.6666666666667,25,12,0
746.6666666666666,49,12,0
900,44,17,1
200,3,12,0
300,24,12,0
1013.3333333333334,33,12,1
266.6666666666667,15,11,0
666.6666666666666,28,7,1
233.33333333333334,45,12,1
1033.3333333333333,40,12,0
626.6666666666666,40,12,1
1066.6666666666667,42,12,1
466.6666666666667,45,7,1
620,45,12,1
233.33333333333334,30,12,1
333.3333333333333,50,10,0
666.6666666666666,48,12,0
666.6666666666666,40,17,1
106.66666666666667,6,7,1
533.3333333333334,36,7,0
600,40,12,0
453.3333333333333,25,15,1
533.3333333333334,32,9,0
133.33333333333334,20,17,1
1000,45,8,1
466.6666666666667,9,12,0
400,48,12,1
400,13,7,1
800,32,14,0
533.3333333333334,40,7,0
800,33,12,1
533.3333333333334,40,17,0
533.3333333333334,48,12,0
533.3333333333334,35,15,1
70,18,5,0
577.7777604166666,40,2,1
1433.3333333333333,48,12,1
466.6666666666667,42,15,0
800,40,17,0
466.6666666666667,40,7,0
533.3333333333334,20,9,0
400,20,11,1
1000,36,12,1
133.33333333333334,24,11,1
533.3333333333334,50,13,0
600,40,17,1
700,35,12,1
733.3333333333334,45,9,0
333.3333333333333,25,12,1
400,20,15,1
144.66666666666666,23,15,0
300,16,17,0
666.6666666666666,45,12,0
713.3333333333334,42,12,0
573.3333333333334,40,15,1
400,20,15,1
133.33333333333334,21,13,1
200,35,12,0
120,14,10,0
80,40,12,0
400,20,17,1
400,28,10,1
266.6666666666667,40,17,0
433.3333333333333,45,16,1
786.6666666666666,30,13,0
800,40,17,0
722.2222395833334,40,15,1
333.3333333333333,18,12,1
466.6666666666667,40,10,0
488.88890625,40,17,0
927.7778125,40,17,1
266.6666666666667,32,7,1
1200,40,12,0
360,16,11,1
666.6666666666666,29,11,1
466.6666666666667,40,12,1
577.7777604166666,48,15,0
577.7777604166666,35,15,0
353.3333333333333,8,15,1
866.6666666666666,45,12,0
666.6666666666666,24,15,1
213.33333333333334,10,7,1
666.6666666666666,30,15,1
733.3333333333334,40,15,1
400,20,15,1
638.6666666666666,46,15,0
533.3333333333334,25,15,1
200,9,14,0
1180,40,11,0
400,15,12,1
566.6666666666666,45,17,0
666.6666666666666,48,7,0
1233.3333333333333,50,12,1
326.6666666666667,15,12,0
233.33333333333334,42,7,1
160,40,12,0
800,45,12,1
240,45,12,0
1180,48,12,1
666.6666666666666,45,17,1
800,50,17,1
566.6666666666666,35,7,0
666.6666666666666,40,12,1
733.3333333333334,45,12,1
533.3333333333334,40,9,1
333.3333333333333,27,7,0
133.33333333333334,18,10,1
400,10,15,1
616.6666666666666,32,14,1
633.3333333333334,40,7,1
800,45,17,1
733.3333333333334,40,17,1
137.33333333333334,5,9,0
533.3333333333334,45,12,0
880,45,12,1
400,48,15,0
466.6666666666667,32,10,0
1333.3333333333333,40,15,0
320,16,13,1
466.6666666666667,42,12,1
1333.3333333333333,40,17,1
1333.3333333333333,43,12,0
533.3333333333334,15,7,1
933.3333333333334,40,15,0
585.5555729166666,48,7,1
40,6,7,1
361.1111197916667,44,14,1
433.3333333333333,48,8,1
800,18,7,0
1333.3333333333333,48,15,1
180,20,7,0
533.3333333333334,50,9,1
180,20,12,1
1200,45,12,0
933.3333333333334,27,17,0
1200,35,15,0
133.33333333333334,6,15,0
546.6666666666666,40,12,1
166.66666666666666,20,12,1
100,36,12,1
666.6666666666666,40,9,0
100,21,3,0
13.333333333333334,20,14,0
400,10,3,1
600,40,11,1
326.6666666666667,25,9,1
566.6666666666666,48,12,0
666.6666666666666,40,7,0
666.6666666666666,40,7,1
1000,40,7,0
400,40,3,1
133.33333333333334,25,15,0
866.6666666666666,36,15,0
533.3333333333334,32,17,1
1055.5555208333333,32,17,0
466.6666666666667,50,12,0
400,30,12,0
200,40,12,1
933.3333333333334,45,10,1
240,38,9,1
466.6666666666667,40,13,0
133.33333333333334,15,15,1
300,8,15,0
533.3333333333334,48,2,0
933.3333333333334,24,12,1
266.6666666666667,45,12,0
1000,30,12,0
633.3333333333334,40,19,0
666.6666666666666,40,17,0
466.6666666666667,40,15,0
66.66666666666667,25,17,1
333.3333333333333,24,12,0
542.2221875,40,12,1
533.3333333333334,36,10,0
133.33333333333334,40,12,0
437.3333333333333,48,9,1
600,24,12,1
600,9,7,0
620,50,13,1
200,40,12,1
100,28,13,1
506.6666666666667,45,12,1
1133.3333333333333,44,12,1
666.6666666666666,15,8,0
866.6666666666666,45,12,0
400,48,12,0
266.6666666666667,49,15,0
466.6666666666667,34,13,0
650,48,14,0
666.6666666666666,40,15,1
200,20,9,0
600,36,15,0
600,45,12,0
266.6666666666667,10,12,1
600,48,9,0
600,35,16,1
600,20,15,0
400,8,15,0
666.6666666666666,35,9,1
533.3333333333334,45,12,0
133.33333333333334,24,11,1
1000,40,7,0
1333.3333333333333,9,15,1
166.66666666666666,12,12,1
1000,48,9,0
1066.6666666666667,19,13,0
100,30,6,0
100,20,12,0
600,25,17,1
966.6666666666666,44,15,1
186.66666666666666,32,14,0
10,8,15,1
333.3333333333333,16,12,0
533.3333333333334,40,12,1
280,20,15,1
666.6666666666666,23,15,1
133.33333333333334,10,12,1
1666.6666666666667,40,12,1
200,12,12,0
106.66666666666667,10,7,1
800,45,9,1
333.3333333333333,32,12,0
80,16,12,0
666.6666666666666,50,17,0
733.3333333333334,40,15,0
400,40,15,0
1133.3333333333333,48,12,1
577.7777604166666,40,15,1
133.33333333333334,6,14,0
416.6666666666667,50,13,0
433.3333333333333,40,12,0
233.33333333333334,25,12,1
580,20,17,1
400,48,15,1
213.33333333333334,48,12,0
266.6666666666667,13,16,0
866.6666666666666,50,15,1
613.3333333333334,48,13,1
800,40,15,1
666.6666666666666,48,7,1
1166.6666666666667,36,17,1
1000,45,17,1
26.666666666666668,3,10,1
26.666666666666668,3,9,1
666.6666666666666,40,12,1
733.3333333333334,40,9,0
533.3333333333334,40,10,1
666.6666666666666,45,10,1
100,15,14,0
133.33333333333334,24,8,1
480,30,14,1
666.6666666666666,40,16,0
866.6666666666666,35,12,0
273.3333333333333,16,7,0
533.3333333333334,16,12,0
866.6666666666666,29,7,0
53.333333333333336,5,12,0
666.6666666666666,15,14,1
260,25,12,0
333.3333333333333,40,7,1
666.6666666666666,48,12,1
666.6666666666666,48,12,1
573.3333333333334,36,7,0
800,30,15,1
133.33333333333334,12,7,0
666.6666666666666,46,8,1
666.6666666666666,46,7,1
266.6666666666667,40,13,1
866.6666666666666,48,7,0
333.3333333333333,7,17,1
866.6666666666666,44,7,1
366.6666666666667,40,10,0
333.3333333333333,44,17,1
800,40,7,1
666.6666666666666,40,9,0
666.6666666666666,48,7,1
620,36,12,0
666.6666666666666,50,15,0
666.6666666666666,50,14,0
900,40,14,1
180,24,13,1
200,24,17,1
160,25,7,0
1000,30,7,1
466.6666666666667,16,7,0
200,40,12,1
1120,40,12,0
1000,44,12,0
800,44,17,1
666.6666666666666,40,12,0
333.3333333333333,20,15,1
466.6666666666667,9,17,1
233.33333333333334,6,13,1
577.7777604166666,40,12,0
722.2222395833334,48,15,1
466.6666666666667,45,12,0
200,35,12,0
960,48,12,0
880,48,12,1
400,25,3,0
300,40,7,0
1666.6666666666667,45,1,1
1333.3333333333333,40,17,1
1333.3333333333333,40,17,0
133.33333333333334,45,12,0
586.6666666666666,40,7,1
500,40,17,1
170,12,3,0
610,46,12,0
433.3333333333333,20,8,1
489.3333333333333,44,12,0
666.6666666666666,44,7,0
566.6666666666666,15,15,0
333.3333333333333,40,7,1
533.3333333333334,40,12,1
600,48,7,0
566.6666666666666,40,12,1
133.33333333333334,12,7,1
800,44,7,0
400,25,17,0
666.6666666666666,25,17,1
433.3333333333333,30,13,1
866.6666666666666,40,12,1
733.3333333333334,20,17,0
840,43,16,1
133.33333333333334,3,17,0
515.5555729166666,40,15,1
153.33333333333334,20,11,1
200,28,7,0
115.55555989583333,15,7,1
516.6666666666666,40,12,1
333.3333333333333,35,8,0
840,40,8,1
800,40,8,0
293.3333333333333,20,12,1
453.3333333333333,48,9,0
633.3333333333334,40,15,1
872.2222395833334,36,12,0
310,8,17,1
800,48,7,1
533.3333333333334,40,12,0
986.6666666666666,40,17,0
666.6666666666666,48,12,0
1333.3333333333333,40,10,0
453.3333333333333,20,7,1
722.2222395833334,48,7,0
505.5555729166667,24,7,1
1000,45,13,0
1000,45,17,0
1046.6666666666667,40,15,1
1200,45,7,0
933.3333333333334,40,12,0
653.3333333333334,48,12,1
333.3333333333333,45,12,0
666.6666666666666,50,7,1
80,10,12,1
640,43,15,1
1000,40,15,1
153.33333333333334,18,7,0
236,8,7,0
664.4444270833334,34,14,1
400,49,12,0
1200,40,15,0
706.6666666666666,36,15,1
66.66666666666667,3,15,0
333.3333333333333,40,15,0
566.6666666666666,40,9,0
1133.3333333333333,50,12,0
166.66666666666666,8,15,1
533.3333333333334,25,12,1
533.3333333333334,31,13,0
933.3333333333334,50,12,0
866.6666666666666,40,19,0
666.6666666666666,45,15,1
533.3333333333334,40,15,1
1333.3333333333333,30,12,0
266.6666666666667,15,11,1
466.6666666666667,25,17,1
200,36,12,0
240,40,8,0
800,48,12,0
353.3333333333333,30,8,0
333.3333333333333,30,13,0
466.6666666666667,36,12,1
666.6666666666666,40,12,0
360,25,9,1
677.7777604166666,36,14,0
200,49,14,1
1000,49,12,0
666.6666666666666,36,7,0
666.6666666666666,36,12,0
666.6666666666666,40,12,1
800,48,12,0
360,40,9,0
666.6666666666666,32,17,1
1011.1111458333334,40,12,1
650,16,17,0
1666.6666666666667,32,12,1
466.6666666666667,20,15,1
33.333333333333336,3,12,0
533.3333333333334,45,12,0
746.6666666666666,48,7,0
21.333333333333332,48,12,0
800,40,17,1
533.3333333333334,16,12,0
666.6666666666666,45,17,0
500,48,10,1
1000,50,12,1
666.6666666666666,40,17,1
533.3333333333334,40,17,1
333.3333333333333,19,13,1
650,45,17,0
866.6666666666666,48,15,1
266.6666666666667,6,14,1
500,48,12,0
713.3333333333334,35,15,0
160,16,7,0
600,40,12,0
651.11109375,50,19,1
666.6666666666666,40,18,0
466.6666666666667,20,15,0
433.3333333333333,40,15,1
433.3333333333333,35,15,0
500,31,12,1
533.3333333333334,40,12,1
733.3333333333334,40,12,0
666.6666666666666,48,10,1
533.3333333333334,24,7,0
400,15,12,0
653.3333333333334,14,8,1
866.6666666666666,44,12,0
233.33333333333334,32,8,1
200,30,12,1
646.6666666666666,45,17,1
533.3333333333334,44,16,0
866.6666666666666,35,12,0
366.6666666666667,30,7,0
1200,40,15,0
160,18,12,0
566.6666666666666,40,15,0
1066.6666666666667,48,7,0
1333.3333333333333,45,15,1
400,40,7,0
520,40,9,0
627.7777604166666,48,12,1
186.66666666666666,44,12,1
533.3333333333334,3,15,0
533.3333333333334,40,12,1
266.6666666666667,45,12,1
106.66666666666667,20,17,1
673.3333333333334,29,17,0
711.11109375,35,13,1
453.3333333333333,36,13,1
533.3333333333334,15,17,0
1333.3333333333333,40,12,0
200,12,12,0
333.3333333333333,24,12,0
660,45,12,1
766.6666666666666,48,12,1
333.3333333333333,45,12,0
900,24,11,0
266.6666666666667,46,12,1
500,50,12,0
266.6666666666667,40,12,1
566.6666666666666,47,7,0
333.3333333333333,48,7,0
800,48,8,1
653.3333333333334,45,14,1
720,40,15,1
838.88890625,47,17,0
694.4444270833334,40,13,0
800,40,15,0
533.3333333333334,24,12,1
1000,44,7,1
666.6666666666666,30,17,0
933.3333333333334,20,12,0
306.6666666666667,20,11,0
653.3333333333334,40,14,0
666.6666666666666,40,17,1
666.6666666666666,40,17,0
666.6666666666666,37,17,1
666.6666666666666,50,7,0
666.6666666666666,48,12,1
666.6666666666666,40,13,1
666.6666666666666,43,15,0
666.6666666666666,44,17,0
466.6666666666667,30,12,0
520,40,11,1
666.6666666666666,45,15,1
666.6666666666666,40,15,0
382.2222135416667,37,17,1
862.2222395833334,35,17,0
800,48,15,0
733.3333333333334,30,15,1
866.6666666666666,48,12,1
500,25,17,0
466.6666666666667,48,17,0
666.6666666666666,40,17,0
66.66666666666667,8,16,0
333.3333333333333,40,15,0
866.6666666666666,50,12,0
866.6666666666666,40,12,0
1000,48,14,0
666.6666666666666,40,17,0
533.3333333333334,40,12,1
666.6666666666666,46,12,0
860,45,12,1
594.4444270833334,40,17,1
350,45,17,1
733.3333333333334,40,15,0
733.3333333333334,45,15,1
1333.3333333333333,40,12,1
466.6666666666667,40,15,0
800,45,15,0
533.3333333333334,20,12,1
400,32,12,1
253.33333333333334,30,10,0
253.33333333333334,45,17,1
366.6666666666667,40,12,0
1433.3333333333333,40,15,0
580,26,14,0
1466.6666666666667,40,14,1
1133.3333333333333,18,15,1
866.6666666666666,40,12,0
842.2222395833334,40,12,1
186.66666666666666,32,7,1
800,40,2,0
866.6666666666666,40,17,1
666.6666666666666,40,14,1
333.3333333333333,40,17,1
200,30,15,1
866.6666666666666,48,13,1
600,30,17,1
266.6666666666667,43,12,0
533.3333333333334,12,17,0
800,40,15,1
966.6666666666666,24,15,1
200,30,7,0
938.8888541666666,30,15,0
866.6666666666666,48,12,1
933.3333333333334,5,11,0
1266.6666666666667,40,17,0
666.6666666666666,40,12,1
666.6666666666666,30,17,0
600,35,15,1
1266.6666666666667,34,15,1
666.6666666666666,40,17,0
600,28,15,1
800,50,12,1
1000,40,17,0
533.3333333333334,30,15,1
400,32,8,1
1666.6666666666667,45,7,0
666.6666666666666,44,17,0
706.6666666666666,38,12,1
500,38,12,0
300,26,17,1
666.6666666666666,40,17,0
1333.3333333333333,30,13,0
361.1111197916667,30,15,0
1083.3333333333333,48,13,0
1280,40,15,0
300,20,17,0
200,20,13,0
133.33333333333334,12,7,1
403.3333333333333,45,15,1
80,6,9,1
320,40,7,1
400,21,12,1
433.3333333333333,30,12,0
233.33333333333334,14,15,1
1000,40,12,1
453.3333333333333,24,15,1
1200,50,15,0
1200,45,7,0
600,36,15,1
686.6666666666666,36,12,0
800,48,12,1
1000,45,12,1
633.3333333333334,40,17,0
533.3333333333334,40,12,1
533.3333333333334,30,15,0
866.6666666666666,20,15,1
1000,45,16,0
400,40,15,1
1033.3333333333333,40,17,1
672,44,14,1
700,48,14,1
486.6666666666667,46,12,0
53.333333333333336,14,12,0
933.3333333333334,38,16,1
666.6666666666666,45,12,0
613.3333333333334,34,15,1
1000,45,19,1
400,40,17,0
133.33333333333334,28,1,1
361.1111197916667,40,12,1
1000,36,14,1
800,45,12,1
80,5,15,1
300,35,7,1
466.6666666666667,25,14,0
573.3333333333334,24,12,1
600,35,15,0
1000,48,7,0
360,24,17,0
640,50,7,1
480,40,12,0
600,9,9,0
933.3333333333334,45,19,0
900,36,15,0
366.6666666666667,40,12,0
266.6666666666667,26,12,0
800,40,9,0
500,40,12,0
333.3333333333333,45,13,0
733.3333333333334,35,15,0
166.66666666666666,40,12,1
1333.3333333333333,30,15,1
1333.3333333333333,30,15,1
100,14,17,0
733.3333333333334,45,12,1
253.33333333333334,36,12,0
1000,45,19,1
733.3333333333334,45,15,0
1146.6666666666667,15,15,0
520,36,13,0
600,20,15,1
200,20,7,0
141.33333333333334,15,5,1
586.6666666666666,35,7,1
933.3333333333334,30,14,0
266.6666666666667,30,12,1
80,2,3,0
733.3333333333334,24,13,1
1000,40,17,1
700,40,14,0
733.3333333333334,45,10,0
466.6666666666667,18,7,1
971.1111458333334,47,19,1
433.3333333333333,32,7,1
231.11111979166665,3,3,1
300,50,12,0
700,48,12,1
700,43,7,0
666.6666666666666,40,7,0
373.3333333333333,36,16,0
546.6666666666666,45,17,1
158,12,7,0
666.6666666666666,40,14,0
233.33333333333334,5,17,1
333.3333333333333,45,12,1
333.3333333333333,39,17,0
1133.3333333333333,25,17,1
333.3333333333333,48,7,1
340,30,12,0
600,40,12,1
600,9,15,1
466.6666666666667,45,12,1
1000,50,9,0
933.3333333333334,6,15,1
1666.6666666666667,45,17,0
190.66666666666666,20,14,1
933.3333333333334,48,7,1
380,36,12,0
1100,40,12,1
533.3333333333334,45,12,1
733.3333333333334,45,14,0
1333.3333333333333,48,12,0
106.66666666666667,44,12,0
533.3333333333334,50,7,0
1066.6666666666667,42,14,0
373.3333333333333,24,7,1
166.66666666666666,18,11,1
300,16,15,0
1200,44,12,0
600,48,12,0
486.6666666666667,42,12,0
1000,40,17,1
166.66666666666666,15,15,0
600,40,7,1
400,35,11,1
800,48,11,1
1133.3333333333333,45,17,1
1186.6666666666667,41,17,1
800,48,7,1
66.66666666666667,4,12,1
666.6666666666666,40,15,1
666.6666666666666,40,17,0
666.6666666666666,40,15,0
533.3333333333334,45,15,0
688,12,12,0
666.6666666666666,45,7,0
666.6666666666666,40,15,0
800,48,17,1
966.6666666666666,48,17,1
1100,40,17,0
66.66666666666667,18,14,1
1000,40,15,1
333.3333333333333,50,14,0
1466.6666666666667,48,12,0
173.33333333333334,2,8,0
333.3333333333333,48,13,0
400,48,15,1
333.3333333333333,35,15,1
666.6666666666666,48,14,0
1333.3333333333333,40,7,1
573.3333333333334,31,17,0
333.3333333333333,33,12,0
566.6666666666666,40,15,0
1333.3333333333333,49,17,1
1333.3333333333333,48,12,1
1333.3333333333333,45,14,0
1200,40,9,0
1333.3333333333333,40,15,0
2000,48,7,1
186.66666666666666,28,15,1
640,48,15,1
866.6666666666666,40,12,0
400,40,15,1
85.55555338541667,12,10,0
821.11109375,48,12,0
466.6666666666667,30,17,1
500,28,17,1
666.6666666666666,36,11,0
333.3333333333333,42,15,1
866.6666666666666,32,7,0
900,36,11,1
300,30,9,1
600,50,9,1
1333.3333333333333,45,15,0
100,25,12,1
1466.6666666666667,40,16,0
266.6666666666667,20,17,0
200,25,13,1
1066.6666666666667,44,17,0
786.6666666666666,40,13,1
1266.6666666666667,30,12,1
173.33333333333334,40,9,1
733.3333333333334,34,17,1
613.3333333333334,42,17,1
226.66666666666666,49,14,1
722.2222395833334,25,12,0
722.2222395833334,35,17,0
722.2222395833334,45,15,0
722.2222395833334,34,12,1
722.2222395833334,40,15,0
722.2222395833334,30,15,1
577.7777604166666,45,12,1
903.3333333333334,44,12,0
600,30,12,0
466.6666666666667,42,17,0
600,40,12,1
1266.6666666666667,50,8,1
106.66666666666667,12,7,0
400,36,14,0
466.6666666666667,24,15,1
733.3333333333334,44,7,0
1266.6666666666667,40,15,0
746.6666666666666,30,11,1
400,25,15,0
650,40,18,0
133.33333333333334,16,15,0
2000,50,15,0
1093.3333333333333,37,20,0
266.6666666666667,8,19,1
800,50,14,1
1566.6666666666667,40,12,1
1333.3333333333333,45,12,1
213.33333333333334,40,15,0
333.3333333333333,50,11,1
1666.6666666666667,35,15,0
1133.3333333333333,36,15,1
533.3333333333334,36,17,0
186.66666666666666,26,12,0
1333.3333333333333,43,7,1
666.6666666666666,36,17,0
80,16,15,1
1100,40,17,0
1000,37,17,1
733.3333333333334,32,15,1
733.3333333333334,36,17,1
733.3333333333334,46,17,0
333.3333333333333,20,15,1
733.3333333333334,42,12,0
1866.6666666666667,30,14,1
1466.6666666666667,40,14,1
120,40,14,0
1800,49,15,1
252.77778645833334,30,11,0
577.7777604166666,48,10,0
166.66666666666666,10,12,1
722.2222395833334,40,17,0
650,40,15,1
800,40,12,1
346.6666666666667,20,17,0
100,20,15,1
866.6666666666666,35,12,0
1000,48,12,0
533.3333333333334,48,12,1
333.3333333333333,30,7,1
666.6666666666666,25,19,1
1133.3333333333333,40,17,1
1000,40,15,0
722.2222395833334,45,15,1
566.6666666666666,24,17,0
687.7777604166666,48,10,1
1000,40,19,1
333.3333333333333,40,15,1
266.6666666666667,43,12,1
200,32,11,1
800,40,15,1
500,40,12,0
533.3333333333334,6,12,0
1266.6666666666667,50,15,1
573.3333333333334,20,12,0
933.3333333333334,44,9,1
500,20,7,0
633.3333333333334,40,12,1
618,40,12,0
986.1111458333334,40,7,1
46.666666666666664,5,12,0
406.6666666666667,38,12,0
577.7777604166666,32,13,0
866.6666666666666,50,7,1
333.3333333333333,36,7,1
533.3333333333334,40,12,0
500,12,15,1
400,8,12,1
1266.6666666666667,40,15,0
1011.1111458333334,45,15,1
413.3333333333333,40,12,0
33.333333333333336,4,12,1
505.3333333333333,44,14,0
133.33333333333334,25,11,1
363.3333333333333,40,12,1
1000,40,14,1
1000,45,12,0
600,48,13,0
800,35,15,1
1000,32,17,0
800,37,12,1
600,40,15,1
650,40,12,1
1011.1111458333334,40,12,1
800,40,12,0
1000,45,12,0
1600,48,12,0
333.3333333333333,30,12,1
666.6666666666666,40,15,0
753.3333333333334,6,18,0
753.3333333333334,40,19,1
1200,30,12,0
866.6666666666666,50,17,1
400,40,12,0
426.6666666666667,9,10,1
633.3333333333334,40,15,1
800,32,15,0
600,40,17,1
653.3333333333334,44,12,1
460,36,12,1
333.3333333333333,40,12,0
800,40,12,0
533.3333333333334,40,12,0
466.6666666666667,24,7,0
533.3333333333334,48,11,1
500,48,7,0
505.5555729166667,32,7,1
433.3333333333333,32,15,0
213.33333333333334,4,7,0
906.6666666666666,23,15,1
1000,23,15,1
800,45,15,0
1733.3333333333333,41,14,0
933.3333333333334,50,17,0
1200,20,17,1
100,6,15,0
320,48,15,0
266.6666666666667,40,12,0
333.3333333333333,34,7,0
533.3333333333334,48,12,0
1120,28,12,1
533.3333333333334,12,12,0
1666.6666666666667,36,12,1
333.3333333333333,24,4,1
533.3333333333334,40,12,1
446.6666666666667,10,15,0
483.3333333333333,34,17,0
591.11109375,40,15,0
600,18,17,0
720,20,15,1
1653.3333333333333,43,15,1
666.6666666666666,19,15,0
566.6666666666666,36,9,0
933.3333333333334,45,12,1
20,4,13,0
1333.3333333333333,45,9,1
766.6666666666666,6,12,1
666.6666666666666,20,12,0
466.6666666666667,10,12,0
500,20,17,1
460,30,17,1
640,45,15,1
533.3333333333334,45,17,0
566.6666666666666,45,17,1
866.6666666666666,48,15,0
666.6666666666666,30,17,1
333.3333333333333,30,12,0
333.3333333333333,6,13,0
1666.6666666666667,40,11,0
1000,45,12,0
466.6666666666667,25,15,1
466.6666666666667,30,16,1
333.3333333333333,48,13,1
1000,45,17,0
126.66666666666667,15,12,0
466.6666666666667,30,12,0
533.3333333333334,35,13,1
800,40,12,1
833.3333333333334,30,15,0
1533.3333333333333,45,12,1
260,14,17,1
400,40,12,0
393.3333333333333,24,7,0
1333.3333333333333,8,11,0
733.3333333333334,24,11,1
133.33333333333334,10,4,1
53.333333333333336,4,7,0
700,10,13,1
800,40,17,0
533.3333333333334,40,17,1
773.3333333333334,45,15,1
343.3333333333333,50,12,1
1100,50,12,0
466.6666666666667,40,7,0
1000,40,19,1
306.6666666666667,6,12,1
800,48,9,1
266.6666666666667,30,7,1
1000,16,15,1
333.3333333333333,40,12,1
666.6666666666666,48,12,1
800,45,17,0
100,40,12,1
513.3333333333334,14,12,1
533.3333333333334,20,10,0
400,40,10,0
766.6666666666666,35,15,0
400,30,13,0
266.6666666666667,35,14,1
1000,40,15,1
533.3333333333334,24,12,0
1083.3333333333333,50,17,1
577.7777604166666,48,7,0
466.6666666666667,10,14,1
266.6666666666667,9,11,1
200,24,12,1
1466.6666666666667,32,14,1
600,10,15,1
666.6666666666666,48,7,1
333.3333333333333,20,15,1
586.6666666666666,48,13,1
783.3333333333334,19,15,0
566.6666666666666,40,12,0
766.6666666666666,40,13,0
1333.3333333333333,40,17,0
400,48,12,0
566.6666666666666,40,7,0
633.3333333333334,40,12,0
426.6666666666667,20,15,1
600,40,17,1
785.5555729166666,33,15,0
1033.3333333333333,40,7,1
400,40,17,1
1466.6666666666667,21,19,0
800,40,15,0
666.6666666666666,35,17,1
1066.6666666666667,48,15,1
333.3333333333333,10,17,0
400,40,12,0
1153.3333333333333,12,15,1
533.3333333333334,48,7,1
466.6666666666667,48,9,0
88,16,14,1
466.6666666666667,45,16,0
533.3333333333334,45,15,0
466.6666666666667,40,9,1
533.3333333333334,48,12,1
533.3333333333334,48,10,0
766.6666666666666,35,15,1
800,49,11,0
466.6666666666667,36,12,1
466.6666666666667,45,14,0
933.3333333333334,48,12,0
866.6666666666666,48,12,1
866.6666666666666,25,17,0
933.3333333333334,30,17,0
620,36,15,0
866.6666666666666,42,12,1
333.3333333333333,20,13,1
160,32,12,0
566.6666666666666,40,12,0
1666.6666666666667,40,15,0
460,45,15,0
700,48,7,1
1166.6666666666667,26,14,0
260,11,12,0
1666.6666666666667,40,19,1
1066.6666666666667,30,17,1
866.6666666666666,45,15,0
93.33333333333333,9,15,1
306.6666666666667,40,12,1
1000,30,15,0
53.333333333333336,4,17,1
533.3333333333334,36,17,0
66.66666666666667,6,12,0
153.33333333333334,6,7,1
1000,46,12,1
1400,24,12,1
366.6666666666667,28,7,0
800,40,17,0
800,45,12,1
800,23,15,1
800,40,15,1
800,40,15,0
400,35,16,0
800,36,12,1
666.6666666666666,45,12,0
466.6666666666667,48,12,0
666.6666666666666,32,12,0
1660,30,15,1
324.444453125,30,9,1
877.7778125,40,17,0
400,20,17,1
333.3333333333333,20,12,0
1200,45,15,1
800,45,15,0
1000,30,15,1
1333.3333333333333,16,15,0
1066.6666666666667,30,7,1
1333.3333333333333,50,11,0
300,15,8,1
533.3333333333334,40,17,0
333.3333333333333,12,15,1
653.3333333333334,33,15,1
533.3333333333334,28,12,0
133.33333333333334,20,12,1
566.6666666666666,48,12,1
722.2222395833334,48,11,0
536.6666666666666,36,12,0
733.3333333333334,16,15,0
800,45,12,0
800,35,12,0
1000,40,15,0
486.6666666666667,50,7,0
1000,40,12,0
1133.3333333333333,45,12,0
800,45,11,0
555.5555729166666,40,12,1
106.66666666666667,10,11,0
794.4444270833334,28,15,1
466.6666666666667,28,14,0
1000,48,12,0
505.5555729166667,45,14,0
133.33333333333334,6,15,1
536.6666666666666,40,7,0
666.6666666666666,40,15,1
666.6666666666666,43,9,0
600,48,12,1
400,50,12,0
466.6666666666667,35,17,1
453.3333333333333,35,12,0
46.666666666666664,24,12,0
800,40,15,1
853.3333333333334,45,17,1
566.6666666666666,41,17,0
1333.3333333333333,32,12,1
186.66666666666666,34,11,1
666.6666666666666,15,15,0
648,40,12,0
500,45,15,0
600,44,12,1
